idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	ollama_trans	ollama_bleu_score	ollama_f1_score	ollama_meteor_score
14676	[[0.9247849]]	Prime Minister Shri Narendra Modi declared the first edition of the Khelo India School Games open, at the Indira Gandhi Indoor Stadium in New Delhi today.	‘ఖేలో ఇండియా స్కూల్ గేమ్స్’ ఒక‌టో సంచిక‌ న్యూ ఢిల్లీ లోని ఇందిరా గాంధీ ఇన్ డోర్ స్టేడియ‌మ్ లో ఈ రోజు ప్రారంభ‌మ‌వుతున్న‌ట్లు ప్ర‌ధాన మంత్రి శ్రీ న‌రేంద్ర మోదీ ప్ర‌క‌టించారు.	0.9247849	True	True	ప్రధాన మంత్రులు శ్రీ నరేంద్ర మోదీ గారు ఖేలో ఇండియా స్కూల్ గేమ్స్ యొక్క మొదటి ఎడిషన్ ను న్యూ ఢిల్లీలోని ఇందిరా గాంధీ ఇండోర్ స్టేడియంలో ఇవాల్టి ప్రారంభించారు.	0.0	tensor([0.8410])	0.33533834586466166
14774	[[0.9044682]]	Haryana chief minister Manohar Lal Khattar has courted a controversy over his remarks on rape incidents.	అత్యాచారాల గురించి వివాదాస్పద వ్యాఖ్యలు చేసి హరియాణా ముఖ్యమంత్రి మనోహర్‌లాల్ ఖట్టర్ చిక్కుల్లో పడ్డారు.	0.9044682	True	True	హర్యాణ ముఖ్యమంత్రులు మనోహర్ లాల్ ఖట్టర్ రేప్ సంఘటనల గురించి వ్యాఖ్యలు చేసి వివాదాన్ని రేకెత్తారు.	0.0	tensor([0.8125])	0.3074380165289256
14832	[[0.901283]]	He said about 25 lakh poor in Manipur have received free food grains under the Pradhan Mantri Garib Kalyan Anna Yojana.	ఇక ప్రధానమంత్రి గరీబ్ కల్యాణ్ అన్న యోజన కింద మణిపూర్‌లో సుమారు 25 లక్షల మంది పేదలకు ఉచితంగా ఆహార ధాన్యాలు అందాయ‌ని చెప్పారు.	0.901283	True	True	వారు మణిపూర్ లో 25 లక్షల మంది పేదలకు ప్రధాన మంత్రి గరీబ్ కళ్యాణ్ అన్న యోజన కింద ఉచిత ఆహార ధాన్యాలు అందుకున్నారు.	0.21	tensor([0.8527])	0.551761635493693
14862	[[0.9661729]]	The film is being released in Telugu, Tamil, Malayalam, Kannada and Hindi.	తెలుగు, తమిళ, మలయాళీ, కన్నడ, హిందీ భాషల్లో ఈ చిత్రాన్ని రిలీజ్ చేస్తున్నారు.	0.9661729	True	True	చిత్రం తెలుగు, తమిళం, మలయాళం, కన్నడం మరియు హిందీల్లో విడుదల అవుతుంది.	0.0	tensor([0.8436])	0.1689189189189189
14888	[[0.94537795]]	The Bajaj Pulsar started off the entry-level sportbike segment in the Indian market	బజాజ్ పల్సర్ ఇండియన్ మార్కెట్లో ఎంట్రీ లెవల్ స్పోర్ట్ బైక్ విభాగం నుంచి ప్రారంభమైంది	0.94537795	True	True	భారతీయ మార్కెట్లో ఎంట్రీ-లెవల్ స్పోర్ట్బైక్ సెగ్మెంట్లో బజాజ్ పల్సార్లు ప్రారంభించాయి.	0.0	tensor([0.8364])	0.09259259259259259
14902	[[0.90272117]]	Congress leader Rahul Gandhi, too, congratulated Biden and Vice President Kamala Harris.	కాంగ్రెస్ నేత రాహుల్ గాంధీ కూడా బైడెన్, కమలా హారిస్‌లను అభినందించారు.	0.90272117	True	True	కాంగ్రెస్ నాయకులు రాహుల్ గాంధీలు కూడా బిడెన్ గార్లను, ఉప రాష్ట్రపతి కమలా హారిస్ గార్లను అభినందించారు.	0.0	tensor([0.8919])	0.42069459362692446
14924	[[0.9457814]]	Goa: Nearly 90 per cent of the migrant workers stranded in Goa ever since the lockdown from March 24, want to return to their native places, says the State Executive Committee based on Panchayat level data collection.	గోవా: మార్చి 24 దిగ్బంధం అమ‌లులోకి వ‌చ్చిన‌ప్ప‌టి నుంచి గోవాలో చిక్కుకున్న వలస కార్మికులలో దాదాపు 90 శాతం తమ స్వస్థలాలకు తిరిగి వెళ్లాలని కోరుకుంటున్న‌ట్లు పంచాయతీ స్థాయి స‌మాచారం ఆధారంగా రాష్ట్ర కార్యనిర్వాహక కమిటీ తెలిపింది.	0.9457814	True	True	గోవా: మార్చి 24 నుండి లాక్డౌన్ కారణంగా గోవాలో చిక్కుకున్న వలస కార్మికులు 90 శాతం మెజారిటీ తమ స్వంత ప్రాంతాలకు తిరిగి వెళ్లాలని కోరుకుంటున్నారు, రాష్ట్ర కార్యనిర్వాహక సంఘం పంచాయతీ స్థాయి డేటా సేకరణ ఆధారంగా చెబుతున్నది.	0.16	tensor([0.8322])	0.5779109589041096
14950	[[0.9792297]]	The film will be releasing in Telugu, Tamil, Malayalam and Hindi.	ఈ చిత్రాన్ని తెలుగు, తమిళ్, మలయాళం, హిందీ భాషల్లో విడుదల చేయనున్నారు.	0.9792297	True	True	చిత్రం తెలుగు, తమిళం, మలయాళం మరియు హిందీలో విడుదల అవుతుంది.	0.0	tensor([0.8843])	0.23437499999999997
15095	[[0.91123044]]	These are the top 50 most visited articles in the last 30 days.	గడచిన 30 రోజుల్లో టాప్ 50 అత్యంత అదికంగా సందర్శించిన కథనాలు.	0.91123044	True	True	ఇవి గత 30 రోజుల్లో అత్యధికంగా సందర్శించబడిన 50 ప్రధాన వ్యాసాలు.	0.0	tensor([0.7916])	0.31562500000000004
15097	[[0.91449547]]	Sushant Singh Rajput's death has shocked Bollywood.	సుశాంత్ సింగ్ రాజ్‌పుత్ అకాల మరణ వార్త బాలీవుడ్‌ను తీవ్ర దిగ్బ్రాంతికి గురిచేసింది.	0.91449547	False	True	సుశాంత్ సింగ్ రాజ్‌పుట్ గారు మరణం బాలీవుడ్ ను షాక్ ఇచ్చింది.	0.0	tensor([0.8375])	0.23445463812436282
15118	[[0.9047893]]	Prime Minister Shri Narendra Modi called for a complete lockdown of the entire nation for the next 21 days beginning at midnight tonight in an effort to contain the COVID-19 Pandemic.	కోవిడ్-19 మహమ్మారిని అరికట్టడానికి చేస్తున్న కృషిలో భాగంగా ఈ అర్ధరాత్రి నుంచి 21 రోజుల పాటు దేశం మొత్తం సంపూర్ణంగా లాక్ డౌన్ పాటించాలని ప్రధానమంత్రి శ్రీ నరేంద్రమోదీ పిలుపునిచ్చారు.	0.9047893	True	True	ప్రధాన మంత్రులు శ్రీ నరేంద్ర మోదీ గారు ఈ రాత్రి మధ్యాహ్నం నుండి తదుపరి 21 రోజుల పాటు దేశమంతా పూర్తి లాక్ డౌన్ కోసం పిలుపునిచ్చారు, COVID-19 మహమ్మారిని అదుపుచేయడానికి.	0.0	tensor([0.8013])	0.3571120689655172
15184	[[0.93334174]]	Of these, 45.7 million had depression and 44.9 million had anxiety disorders.	ఇందులో 45.7 లక్షల మంది డిప్రెషన్‌, 44.9 మంది మానసిక ఆందోళనతో బాధపడుతున్నారు.	0.93334174	True	True	వీటిలో, 45.7 మిలియన్లు డిప్రెషన్ కలిగి ఉన్నారు మరియు 44.9 మిలియన్లు ఆంగ్జైటీ డిజార్డర్స్ కలిగి ఉన్నారు.	0.0	tensor([0.7921])	0.16260162601626016
15214	[[0.9195757]]	The film has grossed Rs 100 Crores worldwide.	ఈ సినిమా నినాటి కలెక్షన్స్ తో ప్రపంచవ్యాప్తంగా 100 కోట్ల రూపాయలను రాబట్టింది.	0.9195757	False	True	చిత్రం ప్రపంచవ్యాప్తంగా రూ. 100 కోట్లు వసూలు చేసింది.	0.0	tensor([0.8028])	0.13888888888888887
15221	[[0.90949106]]	This rise in numbers is mainly contributed by Type 2 diabetes, which is a lifestyle condition, unlike the other common diabetes Type 1, which is an autoimmune disease.	ఈ సంఖ్యల పెరుగుదల ప్రధానంగా టైప్ 2 డయాబెటిస్ చేత దోహదం చేస్తుంది, ఇది జీవనశైలి పరిస్థితి, ఇతర సాధారణ మధుమేహం కాకుండా - టైప్ 1, ఇది స్వయం ప్రతిరక్షక వ్యాధి.	0.90949106	True	True	ఈ సంఖ్యలు పెరుగుదల ప్రధానంగా టైపు 2 డయాబెటీస్ ద్వారా కొనసాగుతుంది, ఇది జీవన శైలి స్థితి, ఇతర సాధారణ డయాబెటీస్ టైపు 1 కాదు, ఇది ఆటో ఇమ్యూన్ వ్యాధి.	0.0	tensor([0.8670])	0.4549776900007315
15242	[[0.9430087]]	As per the State Health Department bulletin, the condition of 1,650 patients is stable while 35 patients are on ventilators.	రాష్ట్ర ఆరోగ్య శాఖ బులెటిన్ ప్రకారం . 1,650 మంది రోగుల పరిస్థితి స్థిరంగా ఉండగా, 35 మంది వెంటిలేటర్ల సంర‌క్ష‌ణ‌లో ఉన్నారు.	0.9430087	True	True	రాష్ట్ర ఆరోగ్య శాఖ బులెటిన్ ప్రకారం, 1,650 మంది రోగుల స్థితి స్థిరంగా ఉండగా, 35 మంది రోగులు వెంటిలేటర్లపై ఉన్నారు.	0.47	tensor([0.9464])	0.7819883040935672
15402	[[0.9039213]]	The Cabinet has approved the supplementary budget for 2019-20.	2019-20 ఆర్థిక సంవత్సరానికి గాను ప్రవేశపెట్టనున్న తాత్కాలిక బడ్జెట్‌కు మంత్రిమండలి ఆమోదం తెలపనుంది.	0.9039213	True	True	ఆర్థిక మంత్రివర్గం వారు 2019-20 అదనపు బడ్జెట్ను ఆమోదించారు.	0.0	tensor([0.7793])	0.14018691588785046
15429	[[0.9016397]]	It includes the political theories and movements associated with such systems.	అటువంటి వ్యవస్థలతో సంబంధం ఉన్న రాజకీయ సిద్ధాంతాలు, ఉద్యమాలు ఇందులో ఉన్నాయి.	0.9016397	True	True	వారి వ్యవస్థలతో సంబంధించిన రాజకీయ సిద్ధాంతాలు మరియు ఉద్యమాలను ఇది కలిగి ఉంటుంది.	0.0	tensor([0.8942])	0.2869318181818182
15477	[[0.908661]]	South Africa is a multiethnic society encompassing a wide variety of cultures, languages, and religions.	దక్షిణాఫ్రికా అనేక రకాలైన సంస్కృతులు, భాషలు, మతాలు కలిగి ఉన్న ఒక బహుళ జాతి సమాజం.	0.908661	True	True	దక్షిణ ఆఫ్రికా అనేక సంస్కృతులు, భాషలు, మతాలను కలిగి ఉన్న బహుసాంస్కృతిక సమాజము.	0.21	tensor([0.9149])	0.5067567567567567
15595	[[0.9191086]]	He reunites his family and marries Gowri with his mother's consent.	అతను తన కుటుంబాన్ని తిరిగి కలిపి గౌరీని తల్లి సమ్మతితో పెళ్ళి చేసుకుంటాడు.	0.9191086	True	True	వారు తన కుటుంబాన్ని కలిపి తల్లి అనుమతితో గౌరిని వివాహం చేసుకున్నారు.	0.0	tensor([0.8253])	0.34128440366972473
15620	[[0.9203069]]	The movie was directed by Vijay Krishna Acharya and produced by Aditya Chopra under his banner Yash Raj Films.	విజయ్ కృష్ణ ఆచార్య దర్శకత్వంలో, యష్ రాజ్ ఫిలిమ్స్ బ్యానర్ పై ఆదిత్య చోప్రా నిర్మాణంలో అభిషేక్ బచ్చన్, ఉదయ్ చోప్రాల తెరానుభందంతో ఈ సినిమా రూపుదిద్దుకుంది	0.9203069	True	True	ఈ చిత్రాన్ని విజయ్ కృష్ణ ఆచార్యులు దర్శకత్వం వహించారు, అదిత్య చోప్రాలు వారి బ్యానర్ యశ్ రాజ్ ఫిలింస్ కింద నిర్మించారు.	0.0	tensor([0.8107])	0.19740226337448558
15658	[[0.9102731]]	It is bordered by Nigeria to the west and north. Chad to the northeast. the Central African Republic to the east. and Equatorial Guinea, Gabon and the Republic of the Congo to the south.	పశ్చిమ, ఉత్తర సరిహద్దులో నైజీరియా, ఈశాన్య సరిహద్దులో చాడ్. తూర్పు సరిహద్దులో మద్య ఆఫ్రికన్ రిపబ్లిక్కు, దక్షిణసరిహద్దులో ఈక్వాటోరియల్ గినియా, గాబన్, కాంగో రిపబ్లిక్ ఉన్నాయి.	0.9102731	True	True	పశ్చిమంలో నైజీరియా మరియు ఉత్తరంలో నైజీరియా ఉన్నాయి. ఈశాన్యంలో చాద్ ఉన్నది. తూర్పున సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్ ఉన్నది. దక్షిణంలో ఈక్వటోరియల్ గిని, గాబాన్ మరియు కాంగో రిపబ్లిక్ ఉన్నాయి.	0.1	tensor([0.8697])	0.26909722222222227
15686	[[0.9192015]]	Pakistan invites former Prime Minister Manmohan Singh for inauguration of Kartarpur Corridor.	త్వరలో జరిగే కర్తార్ పూర్ కారిడార్ ప్రారంభోత్సవానికి భారత మాజీ ప్రధాని మన్మోహన్ సింగ్‌ను పాక్ ఆహ్వానిస్తోంది.	0.9192015	True	True	పాకిస్తాన్ మాజీ ప్రధాన మంత్రులను కర్తార్‌పూర్ కారిడార్ ప్రారంభోత్సవానికి ఆహ్వానిస్తుంది.	0.0	tensor([0.8170])	0.23379629629629628
16124	[[0.91587365]]	: The Secure Erase command may take a very long time to complete, cant be canceled and may not work properly with some hardware. In the worst case, your drive may be rendered unusable or your system may crash or lock up. Before proceeding, please read the article about and make sure you understand the risks	: రక్షిత యెరేజ్ కమాండ్ అనునది పూర్తిచేయుటకు చాలా సమయం తీసుకొనవచ్చును, రద్దుచేయుట కుదరదు కొంత హార్డువేర్‌తో సరిగా పనిచేయకపోవచ్చు. హీన స్థితిలో, మీ డ్రైవ్ పనికి రాకుండా పోవచ్చు లేదా మీ సిస్టమ్ క్రాష్ అవ్వొచ్చు లేదా లాక్ అవ్వొచ్చు. కొనసాగుటకు ముందుగా, కు చెందిన వ్యాసం చదువుము మరియు మీరు యిబ్బందులను అర్దంచేసుకోండి	0.91587365	True	True	సురక్షిత ఎరేస్ ఆదేశం చాలా ఎక్కువ సమయం పూర్తి కావచ్చు, రద్దు చేయలేరు మరియు కొన్ని హార్డ్వేర్లతో సరిగ్గా పని చేయకపోవచ్చు. చెడు సందర్భంలో, మీ డ్రైవ్ ఉపయోగం లేనిది లేదా మీ వ్యవస్థ క్రాష్ అయ్యే లేదా లాక్ అప్ అవుతుంది. ముందుకు సాగకుండా, దయచేసి ఆ వ్యాసం గురించి చదవండి మరియు జాగ్రత్తలు అర్థం చేసుకోండి.	0.0	tensor([0.7866])	0.2786975717439294
16224	[[0.9142444]]	Of the 3 lakh boxes procured so far, about 80 per cent was from Anantnag district, while the remaining boxes were purchased from mandis in Shopian, Kulgam, Sopore and Srinagar.	ఇప్పటి వరకు 3 లక్షల బాక్సులను సేకరించగా అందులో 80 శాతం అనంత్‌ నాగ్‌ జిల్లాకు చెందినవి కాగా, మిగిలిన బాక్సులు షోపియాన్‌, కుల్గాం, సోపోర్‌, శ్రీనగర్‌లోని మండీల నుండి కొనుగోలు చేశారు.	0.9142444	True	True	ఇప్పటి వరకు 3 లక్షల పెట్టెలు కొనుగోలు చేసినవి, వాటిలో దాదాపు 80 శాతం అనంతనాగ్ జిల్లా నుండి వచ్చింది, మిగిలిన పెట్టెలు శోపియాన్, కుల్గాం, సోపోర్, శ్రీనగర్ మండీల నుండి కొనుగోలు చేసారు.	0.17	tensor([0.8828])	0.5250026755136987
16340	[[0.9250588]]	Maharashtra recorded the maximum positive change with addition of 1,940 cases whereas Delhi recorded maximum negative change with a decrease of 1,603 active cases.	మహారాష్ట్ర 1,940 కేసులతో పాటు గరిష్ట సానుకూల మార్పును నమోదు చేసింది, ఢిల్లీ 1,603 క్రియాశీల కేసుల తగ్గుదలతో గరిష్ట ప్రతికూల మార్పును నమోదు చేసింది.	0.9250588	True	True	మహారాష్ట్ర ప్రభుత్వాలు 1,940 కేసుల చేర్పుతో గరిష్ఠ ధనాత్మక మార్పును నమోదు చేసాయి, అయితే ఢిల్లీ ప్రభుత్వాలు 1,603 చేర్పు తగ్గింపుతో గరిష్ఠ ఋణాత్మక మార్పును నమోదు చేసాయి.	0.0	tensor([0.8439])	0.3767737408389209
16346	[[0.90578175]]	Dues of Rs 5,772 crores by Singareni to power companies was borne by the State government.	విద్యుత్ సంస్థలు సింగరేణికి బకాయిపడిన 5,772 కోట్ల రూపాయలను ప్రభుత్వమే చెల్లించింది.	0.90578175	True	True	సింగరేణి వారికి విద్యుత్ కంపెనీలకు రూ. 5,772 కోట్ల అప్పులను రాష్ట్ర ప్రభుత్వాలు భరించాయి.	0.0	tensor([0.8221])	0.3064320388349515
16363	[[0.935453]]	Three persons died on the spot in the accident while four other got injured.	ఈ ప్రమాదంలో ముగ్గురు అక్కడికక్కడే ప్రాణాలు కోల్పోగా . మరో నలుగురు తీవ్రంగా గాయపడ్డారు.	0.935453	True	True	ఆ ప్రమాదంలో ముగ్గురు ప్రాణాలు కోల్పోయారు, నాలుగు ఇతరులు గాయపడ్డారు.	0.0	tensor([0.8832])	0.37796610169491524
16371	[[0.9088932]]	Subsequent releases in the 1970s also did well on the charts and in ongoing sales, although they did not touch the success he had from 1970 to 1973.	తరువాత 1970 లలో విడుదలైనవి కూడా చార్టులలోనూ మరియు అమ్మకాలలోనూ సత్ఫలితాలు సాధించినా కూడా, 1970 నుండి 1973 మధ్యలో అతడు రుచి చూసిన విజయాల తరహాలో లేవు.	0.9088932	True	True	తరువాతి విడుదలలు 1970ల్లో కూడా చార్ట్స్‌లోను ఆనువర్త అమ్మకాల్లోనూ బాగా విజయవంతమైనప్పటికీ, వారు 1970 నుండి 1973 వరకు సాధించిన విజయాన్ని తాకలేదు.	0.0	tensor([0.7725])	0.2261553588987217
16470	[[0.9215426]]	This is her first visit to India since parliamentary elections were held in Bangladesh and India.	బంగ్లాదేశ్ మరియు భారత్‌లలో పార్లమెంటు ఎన్నికలు జరిగాక ఆమె భారత్‌లో పర్యటించడం ఇదే తొలిసారి కావడం విశేషం.	0.9215426	True	True	ఇది ఆమె బంగ్లాదేశ్, భారత్ లో పార్లమెంటరీ ఎన్నికలు జరిగిన తరువాత భారత్ లో మొదటి సందర్శన.	0.0	tensor([0.8148])	0.14184397163120566
16557	[[0.9136829]]	It is so amazing how you can freestyle like that.	ఇది చాలా అద్భుతంగా ఉంటుంది ఎలా మీరు ఆ వంటి ఫ్రీస్టైల్ చెయ్యవచ్చు.	0.9136829	True	True	మీరు అలా ఫ్రీస్టైల్ చేయగలిగినది చాలా ఆశ్చర్యకరం.	0.0	tensor([0.8034])	0.14150943396226415
16575	[[0.92987996]]	Sri Rama Chandra Murthy (Raja) weds Satyabhama (Shriya) after falling in love.	శ్రీ రామ చంద్ర మూర్తి ( రాజా ) సత్యభామ ( శ్రియ ) తో ప్రేమలో పడి పెళ్ళి చేసుకుంటాడు.	0.92987996	True	True	శ్రీ రామా చంద్ర మూర్తులు (రాజాగారు) సత్యభామలు (శ్రీయాగారు) ప్రేమించి వివాహం చేసుకున్నారు.	0.0	tensor([0.7934])	0.20833333333333331
16607	[[0.9071568]]	Sometimes TGF- is not deactivated, but a downstream protein named SMAD is deactivated.	కొన్నిసార్లు TGF-β క్రియారహితం కాదు, కానీ SMAD అనే దిగువ-ప్రోటీన్ క్రియారహితం చేయబడింది.	0.9071568	True	True	కొన్ని సార్లు TGF- ని నిరోధించబడదు, కానీ ఒక దిగువ ప్రోటీన్ పేరు SMAD ని నిరోధించబడుతుంది.	0.0	tensor([0.8364])	0.25660569105691056
16771	[[0.9127141]]	The film is a remake of Tamil language Movie Pooparika Varugirom (1999).	ఈ చిత్రం తమిళలో వచ్చిన పూపారికా వరుగిరోమ్ (1999) కు రీమేక్.	0.9127141	True	True	చిత్రం తమిళ భాషా చిత్రం పూపారిక వారుగిరోం (1999) యొక్క పునర్నిర్మాణం.	0.0	tensor([0.8173])	0.37166666666666676
16780	[[0.9038868]]	JMM candidate Vijay Kumar Hansdak registered win from the Rajmahal Lok Sabha seat, defeating BJP candidate Hemlal Murmu.	బీజేపీ అభ్యర్థి హేమ్‌లాల్‌ ముర్ముపై జేఎంఎం అభ్యర్థి విజయ్‌కుమార్‌ హన్స్‌డాక్‌ విజయం సాధించారు.	0.9038868	True	True	జేఎంఎం అభ్యర్థులు విజయ్ కుమార్ హాన్స్దాక్ రాజ్మహల్ లోక్ సభ స్థానం నుండి విజయం సాధించారు, భాజపా అభ్యర్థులు హేమ్లాల్ ముర్మును ఓడించారు.	0.0	tensor([0.8390])	0.267478813559322
16815	[[0.9144143]]	The shooting of the film has been completed and post-production work is going on.	ఈ సినిమా షూటింగ్ పూర్తి చేసుకొన్ని పోస్ట్ ప్రొడక్షన్ పనులలో ఉంది.	0.9144143	True	True	చిత్రం యొక్క చిత్రీకరణ పూర్తి అయింది మరియు వారు పోస్ట్-ప్రొడక్షన్ పనిని కొనసాగిస్తున్నారు.	0.0	tensor([0.7729])	0.09900990099009903
16952	[[0.9010855]]	The agreement was signed by Central Board of Direct Taxes Chairman PC Mody and US' ambassador to India Kenneth Juster.	కేంద్ర ప్రత్యక్ష పన్నుల మండలి చైర్మన్ పీసీ మోదీ, భారత్‌లోని అమెరికా రాయబారి కెనె్నత్ జస్టర్ ఈ ఒప్పందంపై సంతకాలు చేశారు.	0.9010855	True	True	కేంద్ర ప్రత్యక్ష పన్నుల మండలి అధ్యక్షులు పిసి మోడి, భారతదేశానికి అమెరికా రాయబారులు కెన్నెత్ జస్టర్లు చేత ఒప్పందం సంతకం చేయబడింది.	0.15	tensor([0.8701])	0.3526077097505669
16970	[[0.91031176]]	Makers are planning to release the film in Telugu, Tamil, Hindi and English languages.	ఈ మూవీని తెలుగు, తమిళం, మలయాళం, కన్నడ, హిందీ భాషల్లో విడుదల చేసేందుకు ప్లాన్ చేస్తున్నారట మూవీ మేకర్స్.	0.91031176	True	True	చిత్ర నిర్మాతలు తెలుగు, తమిళం, హిందీ మరియు ఆంగ్ల భాషల్లో చిత్రాన్ని విడుదల చేయాలని ప్రణాళిక వేస్తున్నారు.	0.16	tensor([0.7881])	0.28450868983957217
17189	[[0.9314449]]	The searches were conducted at 50 locations across Bhopal, Goa, Indore and Delhi.	ఇండోర్‌, భోపాల్‌, గోవా, భులా, ఢిల్లీలోని 50 ప్రాంతాల్లో తనిఖీలు చేపట్టారు.	0.9314449	True	True	ఆయా ప్రదేశాల్లో భోపాల్, గోవా, ఇండోర్, ఢిల్లీల్లో 50 స్థలాల్లో శోధనలు జరిగాయి.	0.0	tensor([0.8471])	0.3650793650793651
17192	[[0.9322884]]	The club comprises two tennis courts, a squash court, card rooms, billiards room and a garden	ఈ క్లబ్ లో రెండు టెన్నిస్ కోర్ట్ లు, ఒక స్క్వాష్ కోర్ట్, కార్డు రూమ్ లు, బిలియర్డ్స్ రూమ్, ఒక గార్డెన్ కలవు	0.9322884	True	True	క్లబ్ రెండు టెన్నిస్ కోర్టులు, ఒక స్క్వాష్ కోర్టు, కార్డు రూములు, బిలియర్డ్స్ రూములు మరియు ఒక ఉద్యానవనం ఉన్నాయి.	0.0	tensor([0.8685])	0.36809231823894567
17201	[[0.9094229]]	This includes Matte Steel Black Metallic/Matte Massive Grey Metallic, Athletic Blue Metallic/Virtuous White and Pearl Night Star Black/Spear Silver Metallic	అవి మాట్టే స్టీల్ బ్లాక్ మెటాలిక్ / మాట్టే భారీ గ్రే మెటాలిక్, అథ్లెటిక్ బ్లూ మెటాలిక్ / వర్చువల్ వైట్ మరియు పెర్ల్ నైట్ స్టార్ బ్లాక్ / స్పియర్ సిల్వర్ మెటాలిక్ కలర్స్	0.9094229	True	True	ఇది మాటే స్టీల్ బ్లాక్ మెటాలిక్/మాటే మాసివ్ గ్రే మెటాలిక్, అథ్లెటిక్ బ్లూ మెటాలిక్/వర్చువస్ వైట్ మరియు పేర్ల్ నైట్ స్టార్ బ్లాక్/స్పీర్ సిల్వర్ మెటాలిక్ లను కలిగి ఉంటుంది.	0.38	tensor([0.9143])	0.43015756931055116
17236	[[0.9042575]]	According to Allah's Quran, Adam is first man andfirst Prophet.	అల్లాహ్ వాక్కు ఖురాను ప్రకారం ఆదమ్ ఆది పురుషుడు మరియు ప్రథమ ప్రవక్త.	0.9042575	True	True	అల్లాహ్ యొక్క ఖుర్ఆన్ ప్రకారం, ఆదాము మొదటి మానవుడు మరియు మొదటి ప్రవక్తలు.	0.0	tensor([0.8409])	0.18018018018018017
17263	[[0.90637076]]	Microsoft achieved this by separating operating system, drivers and apps from the data.	ఆపరేటింగ్ సిస్టమ్, డ్రైవర్లు మరియు అనువర్తనాలను డేటా నుండి వేరు చేయడం ద్వారా మైక్రోసాఫ్ట్ దీనిని సాధించింది.	0.90637076	True	True	మైక్రోసాఫ్ట్ ఈ ప్రయోజనాన్ని ఆపరేటింగ్ సిస్టం, డ్రైవర్లు మరియు యాప్స్ ను డేటా నుండి వేరు చేసుకున్నాయి.	0.0	tensor([0.8616])	0.548559670781893
17272	[[0.9044874]]	"""""""""""""""""""""""""""""""So far youve only dealt with obedient Mir Jaffers & Sadiqs."""""""""""""""	"""""""""""""""""""""""""""""""ఇప్పటివరకు మీరు మీకు విధేయులైన మీర్ జాఫర్స్, సాదిక్‌లతో మాత్రమే వ్యవహరించారు."""""""""""""""	0.9044874	True	True	ఇదువరకు మీరు కేవలం అనువత్సలైన మీర్ జాఫర్లు, సాదిక్లు తోనే వ్యవహరించారు.	0.0	tensor([0.7699])	0.12077922077922079
17340	[[0.9378834]]	At least 133 people have been arrested in the case so far with nine minors among them, according to the police.	ఈ కేసులో ఇప్పటివరకు తొమ్మిది మంది మైనర్లతో కనీసం 133 మందిని అరెస్టు చేసినట్లు పోలీసులు తెలిపారు.	0.9378834	True	True	కనీసం 133 మంది ఇప్పటి వరకు ఈ కేసులో అరెస్ట్ అయ్యారు, వారిలో తొమ్మిది మంది నాబాలికులు ఉన్నారు, పోలీసుల ప్రకారం.	0.0	tensor([0.8372])	0.43771991555242784
17457	[[0.91126585]]	Srikakulam is a city and the headquarters of Srikakulam district in the Indian state of Andhra Pradesh.	శ్రీకాకుళం (Srikakulam) ఆంధ్ర ప్రదేశ్ రాష్ట్రంలో ఒక నగరం, శ్రీకాకుళం జిల్లా కేంద్రం.	0.91126585	True	True	శ్రీకాకుళం ఒక నగరం మరియు ఆంధ్రప్రదేశ్ రాష్ట్రంలోని శ్రీకాకుళం జిల్లా ప్రధాన కార్యాలయం.	0.0	tensor([0.8805])	0.37307380373073795
17506	[[0.91311723]]	The MoU was signed between the Indian Space Research Organisation (ISRO) and the Bolivian Space Agency on March 29,2019 at Santa Cruz de la Sierra, Bolivia during the visit of President of India to Bolivia.	భార‌త అంత‌రిక్ష ప‌రిశోధ‌నా సంస్థ (ఐఎస్ఆర్ఒ) కు బొలీవియా అంత‌రిక్ష సంస్థ‌ కు మ‌ధ్య 2019 మార్చి 29న బొలీవియా లోని శాంతా క్ర‌జ్ డి లా సియెర్రా వ‌ద్ద, భార‌త రాష్ట్ర‌ప‌తి ప‌ర్య‌ట‌న సంద‌ర్భం గా ఈ అవ‌గాహ‌నా ఒప్పందం కుదిరింది.	0.91311723	True	True	భారతీయ అంతరిక్ష పరిశోధన సంస్థ (ఇస్రో) మరియు బోలివియన్ అంతరిక్ష ఏజెన్సీ మధ్య మార్చి 29, 2019 న బోలివియాలోని సాంటా క్రూజ్ డి లా సియెరాలో భారత దేశ అధ్యక్షుల బోలివియా సందర్శన సమయంలో ఒక సంధి పత్రం సంతకం చేయబడింది.	0.0	tensor([0.8363])	0.1966490299823633
17557	[[0.9072149]]	Hero MotoCorp currently has three plants in action Gurgaon, Daruhera which is in Haryana and Haridwar in Uttarakhand	ప్రస్తుతం హీరో మోటోకార్ప్కు ఉత్తరాఖండ్లోని హరిద్వార్, హర్యానాలోని గుర్గావ్, దారుహెరల్లో మూడు ఉత్పత్తి కేంద్రాలున్నాయి	0.9072149	True	True	ప్రస్తుతం హీరో మోటోకార్ప్ గర్గావ్ లోని మూడు కర్మాగారాలు, హర్యానా లోని ధరుహేరా మరియు ఉత్తరాఖండ్ లోని హరిద్వార్ లో కార్యకలాపాలు జరుగుతున్నాయి.	0.0	tensor([0.8370])	0.2735294117647059
