idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans
9371	[[0.9198046]]	President, PM pay tributes to Mahatma Gandhi on his 151 birth anniversary	राष्ट्रपिता महात्मा गांधी यांची 151वी जयंती, पंतप्रधानांसह दिग्गजांकडून अभिवादन	0.9198046	True	True	प्रधानमंत्री, पंतप्रधान महात्मा गांधींच्या १५१ व्यासपूर्वी जन्मदिनाला श्रद्धांजली अर्पण करतात.	राष्ट्रपती, पंतप्रधान महात्मा गांधींना त्यांच्या १५१ व्या जयंती निमित्त आदरांजली अर्पण करतात।	राष्ट्राध्यक्ष, पंतप्रधान महात्मा गांधींना त्यांच्या १५१ व्या जयंतीनिमित्त श्रद्धांजली अर्पण करतात.
9478	[[0.91335934]]	You are looking at a total of 87 percent, so 33 percent.	आपण एकूण 87 टक्के पाहत आहात, तर 33 टक्के.	0.91335934	True	True	तुम्ही एकूण 87 प्रतिशत पाहत आहात, म्हणजे 33 प्रतिशत.	तुम्ही एकूण 87 टक्के पाहत आहात, म्हणजे 33 टक्के.	तुम्ही एकूण ८७ टक्के पाहत आहात, म्हणजे ३३ टक्के.
9501	[[0.9133687]]	So, AGMARK is a quality certification mark. the directorate of marketing and inspection enforces the agricultural produce that is Grading and Marketing Act, 1937. under this act great standards are prescribed for agricultural and allied substances.	म्हणून, एजीमार्क एक गुणवत्ता प्रमाणन चिन्ह आहे. विपणन आणि तपास निदेशालय ग्रेडिंग (Grading) आणि मार्केटिंग कायदा, 1937 या शेती उत्पादनांना लागू करते. या कायद्यानुसार शेती आणि संबंधित पदार्थांसाठी महान मानक निर्धारित केले आहेत.	0.9133687	True	True	तसं काय, एजीमार्क हे गुणवत्ता प्रमाणपत्र चिन्ह आहे. विपणन आणि तपशील निरीक्षण निदेशालय शेतीवारी उत्पादन गुणवत्ता आणि विपणन अधिनियम, १९३७ लागू करतो. या अधिनियमाखाली शेती आणि संबंधित पदार्थांसाठी महत्वाचे मानक निश्चित केले जातात.	म्हणून, AGMARK हा एक गुणवत्ता प्रमाणपत्र चिन्ह आहे. कृषी उत्पादनाच्या ग्रेडिंग आणि मार्केटिंग कायदा, 1937 च्या अंमलबजावणीसाठी विपणन आणि तपासणी संचालनालय जबाबदार आहे. या कायद्यांतर्गत कृषी आणि संलग्न पदार्थांसाठी उच्च दर्जाच्या मानकांचे निर्धारण केले जाते.	म्हणून, एगमार्क ही गुणवत्ता प्रमाणपत्र चिन्ह आहे. विपणन आणि निरीक्षण दिग्दर्शकत्व हे १९३७ च्या कृषि उत्पादन ग्रेडिंग आणि विपणन कायद्याची अंमलबजावणी करते. या कायद्याअंतर्गत कृषि आणि संबंधित पदार्थांसाठी उच्च मानके निर्धारित केली आहेत.
9518	[[0.9414896]]	The President, Shri Ram Nath Kovind, the Vice President, Shri Venkaiah Naidu, and the Prime Minister, Shri Narendra Modi, today offered floral tributes at the statue of Sardar Patel, at Patel Chowk in New Delhi, on the occasion of the birth anniversary of Sardar Vallabhbhai Patel.	राष्ट्रपती रामनाथ कोविंद, उपराष्ट्रपती व्यंकय्या नायडू आणि पंतप्रधान नरेंद्र मोदी यांनी  आज सरदार वल्लभभाई पटेल यांच्या जयंतीनिमित्त नवी दिल्लीत पटेल चौक येथे सरदार पटेल यांच्या पुतळयाला पुष्पांजली अर्पण केली	0.9414896	True	True	राष्ट्रपती श्री रामनाथ कोविंद, उपराष्ट्रपती श्री वेंकैया नायडू, आणि पंतप्रधान श्री नरेंद्र मोदी, आज दिल्लीतील पटेल चौकयातील सरदार पटेलांच्या प्रतिमेला फूलांची श्रद्धांजली दिली. या अवसरावर सरदार वल्लभभाई पटेलांच्या जयंतीच्या दिवशी.	राष्ट्रपती श्री रामनाथ कोविंद, उपराष्ट्रपती श्री वेंकय्या नायडू आणि पंतप्रधान श्री नरेंद्र मोदी यांनी आज नवी दिल्लीतील पटेल चौकातील सरदार पटेल यांच्या पुतळ्याला सरदार वल्लभभाई पटेल यांच्या जयंतीनिमित्त पुष्पांजली अर्पण केली.	राष्ट्रपती श्री राम नाथ कोविंद, उपराष्ट्रपती श्री वेंकैया नायडू आणि पंतप्रधान श्री नरेंद्र मोदी यांनी आज सार्दार पटेल यांच्या पुतळ्यावर फुलांचे अभिवादन पटेल चौक, नवी दिल्ली येथे सार्दार वल्लभभाई पटेल यांच्या जयंतीनिमित्त केले.
9595	[[0.9589601]]	After Gurugram and Faridabad, Bahadurgarh is third large area of Haryana which has now been connected with Delhi Metro.	गुरुग्राम आणि फरिदाबाद नंतर बहादुरगढ हरियाणाचा  तिसरा  सर्वात मोठा परिसर आहे, जो आता दिल्ली मेट्रोशी जोडण्यात आला आहे.	0.9589601	True	True	गुरुग्राम आणि फरीदाबादनंतर, बहादुरगढ हे हरियाणाचं तिसरं मोठं क्षेत्र आहे ज्यानंतर आता दिल्ली मेट्रोवर संबंधित झालं आहे.	गुरुग्राम आणि फरीदाबादनंतर हरियाणातील बहादूरगढ हे दिल्ली मेट्रोशी जोडलेले तिसरे मोठे क्षेत्र आहे.	गुरुग्राम आणि फरीदाबाद नंतर बहादुरगढ हे हरियाणाचे तिसरे मोठे क्षेत्र आहे जे आता दिल्ली मेट्रो सोबत जोडले गेले आहे.
9665	[[0.93838835]]	It starred Sidharth Malhotra, Riteish Deshmukh and Shraddha Kapoor in lead roles.	श्रद्धा कपूर, रितेश देशमुख आणि सिद्धार्थ मल्होत्रा यांची यामध्ये मुख्य भूमिका पाहायला मिळाली होती.	0.93838835	True	True	हे मुख्य भूमिकेत सिद्धार्थ मल्होत्रा, रितेश देशमुख आणि श्रद्धा कपूर यांच्यासह टाक्यात दिसले.	"""यात प्रमुख भूमिकेत सिद्धार्थ मल्होत्रा, रितेश देशमुख आणि श्रद्धा कपूर होते."""	ते सिधार्थ मल्होत्रा, रितेश देशमुख आणि श्रद्धा कपूर यांनी मुख्य भूमिका साकारल्या.
9694	[[0.90268445]]	The film is produced by Karan Johar under Dharma Productions.	करण जोहरच्या धर्मा प्रोडक्शन अंतर्गत या चित्रपटाची निर्मिती करण्यात येणार आहे.	0.90268445	True	True	चित्रपट करण जौहर द्वारे धर्मा प्रोडक्शन्सच्या अडुची उत्पादित केला जातो.	हा चित्रपट करण जोहर यांनी धर्मा प्रॉडक्शन्स अंतर्गत निर्माण केला आहे.	चित्रपट करण जोहार यांनी धर्मा प्रॉडक्शन्स अंतर्गत निर्मित केला आहे.
9759	[[0.90006304]]	Bhandardara is famous for its Lake, Waterfall, hiking and trekking routes around.	भंडारदरा हे तेथील तलाव, धबधबे, हायकिंग आणि ट्रेकिंग मार्गासाठी प्रसिद्ध आहे.	0.90006304	True	True	भंडारदरा अपने झील, झरने, ट्रेकिंग आणि हायकिंग मार्गांसाठी प्रसिद्ध आहे.	भंडारदरा हे त्याच्या तलावासाठी, धबधब्यासाठी, तसेच परिसरातील गिर्यारोहण आणि ट्रेकिंग मार्गांसाठी प्रसिद्ध आहे.	भंडारा हे त्याच्या तलावासाठी, धबधब्यासाठी, आजूबाजूच्या ट्रेकिंग आणि हाइकिंग मार्गांसाठी प्रसिद्ध आहे.
9790	[[0.9254858]]	There will be talks with President Tony Tan Keng Yam, PM Lee Hsien Loong, and Emeritus Senior Minister Mr. Goh Chok Tong.	राष्ट्रपती टोनी तान केंग याम, पंतप्रधान ली शीन लूंग आणि वरिष्ठ मंत्री गोह चोक तोंग यांच्याशी माझी चर्चा होईल.	0.9254858	True	True	प्रेसिडेंट टोनी टॅन केंग याम, पीएम ली ह्सिएन लूंग आणि अवकाशी सेनियर मिनिस्टर श्री. गोह चोक टोंगसह चर्चा झालीयेली असेल.	राष्ट्रपती टोनी टॅन केंग याम, पंतप्रधान ली ह्सियन लूँग आणि एमेरिटस सीनियर मंत्री श्री. गो चोक टोंग यांच्याशी चर्चा होणार आहेत.	प्रेसिडेंट टोनी टॅन केंग याम, पीएम ली ह्सिएन लूंग आणि एमेरिटस सिनियर मिनिस्टर श्री गोह चोक टोंग यांच्याशी चर्चा होणार आहे.
9854	[[0.9393532]]	Modi was received by Maharashtra chief minister Devendra Fadnavis and Governor Bhagat Singh Koshyari.	राज्यपाल भगतसिंह कोश्यारी आणि मुख्यमंत्री देवेंद्र फडणवीस यांनी मोदींचे स्वागत केले.	0.9393532	True	True	मोदीला महाराष्ट्राच्या मुख्यमंत्री देवेंद्र फडणवीस आणि राज्यपाल भगत सिंह कोश्यारीने स्वागत केले.	मोदी यांचे स्वागत महाराष्ट्राचे मुख्यमंत्री देवेंद्र फडणवीस आणि राज्यपाल भगतसिंह कोश्यारी यांनी केले.	मोदी यांना महाराष्ट्राचे मुख्यमंत्री देवेंद्र फडणवीस आणि राज्यपाल भागतसिंग कोश्यारी यांनी स्वागत केले.
9906	[[0.9269918]]	To connect with a Dell Advisor please call 1800 425 2057 or visit their small business solutions site here.	Dell सल्लागारांशी संपर्क करण्यासाठी कृपया 1800 425 2057 या क्रमांकावर संपर्क साधा किंवा येथे त्यांच्या छोट्या व्यावसायिक उपायांच्या साईट्सना भेट द्या.	0.9269918	True	True	Dell सल्लागाराशी संपर्क साधण्यासाठी कृपया 1800 425 2057 ला कॉल करा किव्हा त्यांच्या लहान व्यावसायिक समस्यांचा साइट येथे भेट द्या.	डेल सल्लागाराशी संपर्क साधण्यासाठी कृपया १८०० ४२५ २०५७ वर कॉल करा किंवा त्यांच्या लहान व्यवसाय समाधान साइटला येथे भेट द्या.	डेल एडवायजरशी संपर्क साधण्यासाठी कृपया 1800 425 2057 वर कॉल करा किंवा त्यांच्या लघु व्यवसाय सोल्युशन साइटला इथे भेट द्या.
9936	[[0.943894]]	The film grossed Rs 150 crore at the box office.	या चित्रपटाने बॉक्स ऑफिसवर 150 कोटी रुपयांची कमाई केली आहे.	0.943894	True	True	चित्रपटाची बॉक्स ऑफिसवरील कमाई १५० कोटी रुपये होती.	चित्रपटाने बॉक्स ऑफिसवर 150 कोटी रुपये कमावले.	चित्रपटाने बॉक्स ऑफिसवर १५० कोटी रुपये कमावले.
10016	[[0.92022634]]	South Africa captain Faf du Plessis has won the toss and has decided to bat first.	दक्षिण आफ्रिकेचा कर्णधार फाफ डु प्लेसिसने नाणेफेक जिंकून प्रथम फलंदाजीचा निर्णय घेतला आहे.	0.92022634	True	True	दक्षिण आफ्रिका कप्तान फॉफ डू प्लेसिसने टॉस जिंकलं आहे आणि पहिल्यांदा बॅट करण्याचा निर्णय घेतला आहे.	दक्षिण आफ्रिकेचा कर्णधार फाफ डू प्लेसिसने नाणेफेक जिंकली आहे आणि आधी फलंदाजी करण्याचा निर्णय घेतला आहे.	दक्षिण आफ्रिकेचा कर्णधार फाफ डु प्लेसिसने टॉस जिंकला आणि प्रथम फलंदाजी करण्याचा निर्णय घेतला.
10070	[[0.9147423]]	The first poster and the trailer of the movie were recently released.	नुकतेच या चित्रपटाचे फर्स्ट लूक पोस्टर आणि ट्रेलर रिलीज करण्यात आले आहे.	0.9147423	True	True	माझा फिल्मचा पहिला पोस्टर आणि ट्रेलर अगोदर प्रकाशित केले.	या चित्रपटाचा पहिला पोस्टर आणि ट्रेलर अलीकडेच प्रदर्शित करण्यात आला.	चित्रपटाचे पहिले पोस्टर आणि ट्रेलर अलीकडे प्रसिद्ध झाले.
10213	[[0.9413065]]	Finance Minister on 15 May 2020 has announced to cover 2.5 crore new farmers under the KCC scheme.	15 मे 2020 रोजी अर्थमंत्र्यांनी केसीसी योजनेंतर्गत 2.5 कोटी नवीन शेतकर्‍यांना संरक्षण देण्याची घोषणा केली होती.	0.9413065	True	True	वित्त मंत्री दि. १५ मे २०२० रोजी KCC योजनेत २.५ कोटी नवे शेतकरी समाविष्ट करण्याची घोषणा केली आहे.	15 मे 2020 रोजी अर्थमंत्र्यांनी केसीसी योजनेअंतर्गत 2.5 कोटी नवीन शेतकऱ्यांना समाविष्ट करण्याची घोषणा केली आहे.	आर्थिक मंत्र्यांनी १५ मे २०२० रोजी केसीसी योजनेअंतर्गत २.५ कोटी नवीन शेतकऱ्यांचा समावेश करण्याची घोषणा केली.
10221	[[0.90882504]]	Chief Minister Devendra Fadnavis has declared Rs 5 lakh compensation to the families of the deceased.	मृतांच्या नातेवाईकांना प्रत्येकी ५ लाख रुपयांची मदत देण्याची घोषणा मुख्यमंत्री देवेंद्र फडणवीस यांनी केलीय.	0.90882504	True	True	मुख्यमंत्री देवेंद्र फडणवीसने मृतांच्या कुटुंबींना ५ लाख रुपये अनुदान घोषित केलं आहे.	मुख्यमंत्री देवेंद्र फडणवीस यांनी मृतांच्या कुटुंबीयांना ५ लाख रुपयांची भरपाई जाहीर केली आहे.	मुख्यमंत्री देवेंद्र फडणवीस यांनी मृतकांच्या कुटुंबियांना ५ लाख रुपयांची मदत जाहीर केली आहे.
10233	[[0.90343845]]	We collect data from over 600 news sources across 14languages in India to analyse the media.	आम्ही 14 भारतीय भाषांमधील 600 हून अधिक बातम्यांच्या स्त्रोतातून डेटा गोळा करतो.	0.90343845	True	True	आम्ही भारतातील १४ भाषांमध्ये अधिक तर ६०० बातम्या स्रोतांपासून डेटा संकलित करतो आणि मीडिया विश्लेषण करतो.	आम्ही भारतातील १४ भाषांमधील ६०० हून अधिक बातमी स्रोतांमधून डेटा गोळा करतो आणि माध्यमांचे विश्लेषण करतो.	भारतातील १४ भाषांमधील ६०० पेक्षा जास्त वृत्तस्रोतांतून डेटा गोळा करून मीडियाचा विश्लेषण करतो.
10271	[[0.91277367]]	Technical Awards will be given in the fields of cinematography, editing and sound design.	सिनेमॅटोग्राफी, एडिटिंग आणि साउंड डिझाइन या क्षेत्रात तांत्रिक पुरस्कार दिले जातील.	0.91277367	True	True	सिनेमॅटोग्राफी, संपादन आणि आवाज डिझाईनच्या क्षेत्रात तांत्रिक पुरस्कार प्रदान केले जाईल.	सिनेमॅटोग्राफी, संपादन आणि ध्वनी डिझाइन या क्षेत्रांमध्ये तांत्रिक पुरस्कार दिले जातील.	तांत्रिक पुरस्कार सिनेमॅटोग्राफी, संपादन आणि ध्वनी डिझाइन या क्षेत्रांमध्ये दिले जातील.
10434	[[0.9040425]]	Delhi Chief Minister Arvind Kejriwal also condemned the incident.	दिल्लीचे मुख्यमंत्री अरविंद केजरीवाल यांनी देखील या घटनेवर प्रतिक्रिया दिली आहे.	0.9040425	True	True	दिल्ली मुख्यमंत्री अरविंद केजरीवालने प्रसंगावर ताकिद केली.	दिल्लीचे मुख्यमंत्री अरविंद केजरीवाल यांनी देखील या घटनेचा निषेध केला.	दिल्ली मुख्यमंत्री अरविंद केजरीवाल यांनीही घटनेची निंदा केली.
10574	[[0.9066752]]	If you have two displays connected to the computer (for example, a normal monitor and a projector), the displays might have different resolutions. However, the computer's graphics card can only display the screen in one resolution at a time, so at least one of the displays might look fuzzy.	संगणकाशी दोन डिस्पलेज जोडले असल्यास (उदाहरणार्थ, सर्वसाधारण मॉनिटर आणि प्रोजेक्टर), डिस्पलेजकडे विविध रेजोल्युशन्स असतील. तरी, संगणकाचे ग्राफिक्स कार्ड स्क्रीनला एकावेळी फक्त एका रेजोल्युशनमध्ये दाखवू शकते, जेणेकरून किमान डिस्पलेजपैकी एक फज्जि आढळू शकते.	0.9066752	True	True	जर तुमच्याला कंप्यूटरशी जोडलेले दोन डिस्प्ले असतील (उदाहरणार्थ, साधारण मॉनिटर आणि प्रोजेक्टर), तर डिस्प्ले विविध संकल्पांसह असू शकतात. पण, कंप्यूटरची ग्राफिक्स कार्ड फक्त एका संकल्पात स्क्रीन दाखवू शकतो, म्हणजे किमान एक डिस्प्ले बुधकाळसा दिसू शकतो.	जर तुमच्या संगणकाला दोन डिस्प्ले जोडलेले असतील (उदाहरणार्थ, सामान्य मॉनिटर आणि प्रोजेक्टर), तर डिस्प्लेच्या रिझोल्यूशन भिन्न असू शकतात. तथापि, संगणकाच्या ग्राफिक्स कार्डाने एकावेळी फक्त एका रिझोल्यूशनमध्ये स्क्रीन दाखवू शकतो, त्यामुळे किमान एक डिस्प्ले अस्पष्ट दिसू शकतो.	कॉम्प्युटरला दोन डिस्प्ले जोडले असतील (उदाहरणार्थ, सामान्य मॉनिटर आणि प्रोजेक्टर), तर डिस्प्ले च्या रिझोल्युशन्स वेगवेगळी असू शकतात. मात्र, कॉम्प्युटरच्या ग्राफिक्स कार्डला एकाच वेळी एकच रिझोल्युशनमध्ये स्क्रीन दाखवू शकते, म्हणून कमीतकमी एक डिस्प्ले फुजी दिसू शकेल.
10601	[[0.9407885]]	Anand Mahindra shared the video on Twitter.	आनंद महिंद्रा यांनी हा व्हिडीओ ट्विटरवर शेअर केला आहे.	0.9407885	False	True	आनंद महिंद्रा ने ट्विटरवर व्हिडिओ साझा केलं.	आनंद महिंद्रांनी ट्विटरवर व्हिडिओ शेअर केला.	आनंद महिंद्रा ट्विटरवर हे व्हिडिओ शेअर केले.
10605	[[0.90413827]]	The Rail Vikas Nigam Limited (RVNL), a railway PSU, has been entrusted with the task of undertaking the final survey for rail connectivity to Chardham Gangotri, Yamunotri, Badrinath and Kedarnath through Dehradun and Karanprayag.	सार्वजनिक क्षेत्रातील कंपनी रेल विकास निगम लिमिटेडला (आरव्हीएनएल) देहरादून आणि कर्णप्रयागद्वारे गंगोत्री आणि यमुनोत्री, बद्रीनाथ आणि केदारनाथला रेल्वेने जोडण्यासाठी अंतिम सर्वेक्षणाची जबाबदारी सोपविण्यात आली आहे.	0.90413827	True	True	रेल विकास निगम लिमिटेड (आरव्हीएनएल), एक रेल्वे यूनिटे, देहरादून आणि करणप्रयागद्वारे चारधाम गंगोत्री, यमुनोत्री, बद्रीनाथ आणि केदारनाथसाठी रेल कनेक्टिव्हिटीसाठी अंतिम सर्वेकरणाच्या कामाची जबाजबी सोबत केली गेली आहे.	रेल विकास निगम लिमिटेड (RVNL), एक रेल्वे सार्वजनिक उपक्रम, देहराडून आणि कर्णप्रयाग मार्गे चारधाम गंगोत्री, यमुनोत्री, बद्रीनाथ आणि केदारनाथला रेल्वे जोडणीसाठी अंतिम सर्वेक्षण करण्याची जबाबदारी देण्यात आली आहे.	रेल विकास निगम लिमिटेड (आरवीएनएल), रेल्वे पीएसयू, चारधाम गंगोत्री, यमुनोत्री, बद्रीनाथ आणि केदारनाथला देहरादून आणि कर्णप्रयाग मार्गे रेल संपर्क साठी अंतिम सर्वेक्षण करण्याचे काम सोपविण्यात आले आहे.
10668	[[0.91314]]	The world's highest cricket ground is in Chail, Himachal Pradesh.	जगातील सर्वात उंचावरील क्रिकेट मैदान हिमाचल प्रदेशमधील चैल येथे आहे.	0.91314	True	True	जगातील उच्चतम क्रिकेट मैदान हिमाचल प्रदेशात चैलमध्ये आहे.	जगातील सर्वात उंच क्रिकेट मैदान चैल, हिमाचल प्रदेश येथे आहे.	चैल, हिमाचल प्रदेश मध्ये जगातील सर्वोच्च क्रिकेट मैदान आहे.
10685	[[0.9108213]]	He has won three major championships (The Masters in 2000 and the PGA Championship in 1998 and 2004) and was the leading PGA Tour money winner in 2003, 2004 and 2008.	त्यांनी तीन प्रमुख चॅम्पियनशिप (२००० मध्ये मास्टर्स आणि १९९८ आणि २००४ मध्ये पीजीए चॅम्पियनशिप) जिंकली आणि २००३ , २००४ आणि २००८ मध्ये आघाडीचे पीजीए टूर मनी विजेतेपद जिंकले.	0.9108213	True	True	त्याने तीन मुख्य चॅम्पियनशिप्स (2000 मध्ये मास्टर्स आणि 1998 आणि 2004 मध्ये पीजीए चॅम्पियनशिप) जिंकली आणि 2003, 2004 आणि 2008 मध्ये पीजीए टूरच्या पैसे जिंकणार्‍या खेळाडू होते.	त्याने तीन प्रमुख अजिंक्यपदे जिंकली आहेत (२००० मध्ये द मास्टर्स आणि १९९८ आणि २००४ मध्ये पीजीए अजिंक्यपद) आणि २००३, २००४ आणि २००८ मध्ये पीजीए टूरचा सर्वाधिक कमाई करणारा खेळाडू होता.	त्याने तीन मोठे अजिंक्यपदे जिंकले आहेत (२००० मध्ये मास्टर्स आणि १९९८ आणि २००४ मध्ये पीजीए अजिंक्यपद) आणि २००३, २००४ आणि २००८ मध्ये पीजीए टूरचा प्रमुख पैसा विजेता होता.
10722	[[0.9040737]]	Then, pH is generally like this in the cheddar cheese typically, it appears like that in relation to the edge 3 days old your pH is 5.05, 7 days old 5.06, 49 days old 5.13, 9 months old 5.32 and 25, 24 months, 2 year old 5.58. So, you see from 5 to 0.58 that is increased pH right.	नंतर, पीएच सामान्यत: चेहेडर चीज (Cheddar cheese) मध्ये असे असते, ते 3 दिवसांच्या वाढीच्या संदर्भात असे दिसते की आपले पीएच 5.05 आहे, 7 दिवस जुने 5.06, 4 9 दिवसांचे 5.13, 9 महिने जुन्या 5.32 आणि 25, 24 महिने, 2 वर्षांचा 5.58. तर, आपण 5 ते 0.58 वरुन पहाल जे पीएच वाढवले आहे.	0.9040737	True	True	तरी, चेद्दार चीझमध्ये सामान्यत: pH खालीलप्रमाणे असते, त्यात किनार्यावर तुमचा pH 3 दिवसांचा जुना म्हणजे 5.05, 7 दिवसांचा 5.06, 49 दिवसांचा 5.13, 9 महिन्यांचा 5.32 आणि 25, 24 महिने, 2 वर्षांचा 5.58. म्हणजे, तुम्हाला 5 ते 5.58 पर्यंत वाढत असलेला pH दिसत आहे.	मग, चेडर चीजमध्ये pH सामान्यतः असा असतो, तो काठाशी संबंधित असतो. 3 दिवसांचे असल्यास तुमचा pH 5.05, 7 दिवसांचे 5.06, 49 दिवसांचे 5.13, 9 महिन्यांचे 5.32 आणि 25, 24 महिने, 2 वर्षांचे 5.58 असतो. त्यामुळे, तुम्ही पाहू शकता की 5 पासून 0.58 पर्यंत pH वाढला आहे, बरोबर.	मग, चेडर चीजमध्ये साधारणपणे pH असे असते, ते किनारपट्टीवर ३ दिवस जुने असलेले तुमचे pH ५.०५, ७ दिवस जुने ५.०६, ४९ दिवस जुने ५.१३, ९ महिने जुने ५.३२ आणि २५, २४ महिने, २ वर्ष जुने ५.५८. म्हणून, तुम्ही ५ ते ०.५८ पर्यंत वाढते pH पाहता.
10728	[[0.9162458]]	The cause of the fire has not yet been known.	ही आग नेमकी कशामुळे लागली, हे देखील अद्याप कळू शकलेलं नाही.	0.9162458	True	True	आगाचे कारण अद्याप ओळखले जात नाही.	आगीचे कारण अद्याप ज्ञात झालेले नाही.	आगीचे कारण अद्याप ज्ञात नाही.
10794	[[0.9014384]]	Nitish Kumar was sworn in as the chief minister of Bihar for the sixth time.	नितीश कुमार हे सातव्यांदा बिहारचे मुख्यमंत्री म्हणून विराजमान झाले आहेत.	0.9014384	True	True	नीतीश कुमारचा बिहाराच्या मुख्यमंत्रीपदाची सहमती शंकराच्या आठवड्यात घेण्यात आली.	नितीश कुमार सहाव्यांदा बिहारचे मुख्यमंत्री म्हणून शपथ घेतली.	नितीश कुमार यांना बिहारचे मुख्यमंत्री म्हणून सहाव्यांदा शपथ दिली गेली.
10806	[[0.92248774]]	His name is Kenji, but everyone calls him Ken.	त्याचं नाव केन्जी आहे, पण सगळे त्याला केन म्हणतात.	0.92248774	True	True	त्याचं नाव केंजी आहे, पण सर्वानं केन म्हणतात.	त्याचे नाव केंजी आहे, पण सगळे त्याला केन म्हणतात.	त्याचे नाव केंजी आहे, पण सर्वजण त्याला केन म्हणतात.
10842	[[0.9084053]]	He died in London at the age of 90.	वयाच्या 90 व्या वर्षी त्यांनी लंडनमध्ये अखेरचा श्वास घेतला.	0.9084053	True	True	त्याला ९० वर्षांच्या वयात लंडनमध्ये मृत्यू झाला.	तो ९० व्या वर्षी लंडनमध्ये निधन पावला.	तो लंडनमध्ये ९० व्या वयात मृत्यू पावला.
10879	[[0.9283448]]	He had three sisters, Milka, Angelina, and Marica, and an older brother named Dane, who was killed in a horse riding accident when Tesla was aged five.	त्याला तीन बहिणी, मिल्का, ॲंजेलिना आणि मारिका आणि डेन नावाचा एक मोठा भाऊ होता, जो टेस्ला पाच वर्षांचा होता तेव्हा घोडेस्वारीच्या दुर्घटनेत मृत्युमुखी पडली.	0.9283448	True	True	त्यांच्याकडून तीन बहीणे होती, मिल्का, एंजेलिना आणि मारिका, आणि पुढील मोठा भाऊ डेन नावाचा होता, ज्याचा तेस्ला पाच वर्षांच्या अस्तित्वात गाढवावर चढतांना मृत्यू झाली.	त्याला तीन बहिणी होत्या, मिल्का, एंजेलीना आणि मारीका, आणि एक मोठा भाऊ होता, डेन नावाचा, जो घोडेस्वारीच्या अपघातात ठार झाला तेव्हा टेस्ला पाच वर्षांचा होता.	त्याने तीन बहिणी मिल्का, अंजेलिना आणि मारिका होत्या, आणि वयाच्या पाच वर्षांच्या टेस्ला असताना घोड्यावरून पडून मरण पावलेला वडील भाऊ डेन होता.
10881	[[0.9432845]]	Chhattisgarh Chief Minister Raman Singh and Health Minister J P Nadda were also present on the occasion.	छत्तीसगडचे मुख्यमंत्री रमणसिंग आणि आरोग्यमंत्री जे. पी. नड्डा यांची याप्रसंगी उपस्थिती होती.	0.9432845	True	True	छत्तीसगढ़ प्रमुखमंत्री रमन सिंघ आणि आरोग्य मंत्री जे.पी. नड्डा या संदर्भात उपस्थित होते.	छत्तीसगडचे मुख्यमंत्री रमन सिंग आणि आरोग्यमंत्री जे. पी. नड्डा देखील त्या प्रसंगी उपस्थित होते.	छत्तीसगढचे मुख्यमंत्री रामन सिंह आणि आरोग्य मंत्री जे पी नड्डा या प्रसंगी उपस्थित होते.
10895	[[0.9225068]]	Prime Minister Narendra Modi addressed a rally in Delhi's Ramlila Maidan .	दिल्लीतील रामलिला मैदानात आयोजित करण्यात आलेल्या जाहीर सभेत पंतप्रधान मोदी बोलत होते.	0.9225068	True	True	मुख्यमंत्री नरेंद्र मोदीने दिल्लीच्या रामलीला मैदानात एक जनसभेत भाषण दिलं.	पंतप्रधान नरेंद्र मोदी यांनी दिल्लीच्या रामलीला मैदानात एका रॅलीला संबोधित केले.	पंतप्रधान नरेंद्र मोदी यांनी दिल्लीच्या रामलीला मैदानात एक सभा संबोधित केली.
10912	[[0.94069624]]	JNU Students Union president Aishe Ghosh was severely injured in the attack.	या हल्ल्यात जेएनयू विद्यार्थी संघटनेच्या अध्यक्षा आईशी घोष या गंभीर जखमी झाल्या.	0.94069624	True	True	जेएनयू विद्यापीठाच्या विद्यार्थ्य संघाच्या अध्यक्ष ऐशे घोषला हल्ल्यात गंभीर जखमी झाली.	जेएनयू विद्यार्थी संघाच्या अध्यक्षा ऐशे घोष हिला हल्ल्यात गंभीर दुखापत झाली.	जेएनयू विद्यार्थी संघाच्या अध्यक्षा ऐशे घोष यांना हल्ल्यात गंभीर जखमी झाल्या.
11080	[[0.9130247]]	All these Labs tested around 25,000 soil samples free of cost in the year 2019-20 .	या सर्व प्रयोगशाळांमध्ये वर्ष 2019-2020 मध्ये जवळपास 25,000 मातींच्या नमुन्यांचे मोफत परीक्षण केले आहे.	0.9130247	True	True	या सर्व लॅब्सने २०१९-२० वर्षात विनामूल्याने २५,००० मातीचे नमुने चाचणी केले.	२०१९-२० या वर्षात या सर्व प्रयोगशाळांनी सुमारे २५,००० मातीचे नमुने विनामूल्य तपासले.	सर्व या लॅब्सनी २०१९-२० या वर्षात मोफत २५,००० मातीचे नमुने तपासले.
11131	[[0.91533554]]	India to buy missiles from Russia	भारत रशियाकडून खरेदी करणार हवेतून हवेत मारा करणारी क्षेपणास्त्रे	0.91533554	False	True	भारताने रशियातील पाट्यांची खरेदी करण्याची निर्णय घेतली आहे.	भारत रशियाकडून क्षेपणास्त्रे खरेदी करणार आहे।	भारत रशियाकडून क्षेपणास्त्रे खरेदी करणार आहे.
